DEALER	PLAYER	   STAND	    HIT	          DOUBLE	PROBABILITY
9	10,6	-0.542505	-0.504547	-1.009094	0.00367661
9	10,7	-0.422164	-0.549404	-1.098808	0.00367661
9	10,8	-0.185194	-0.612833	-1.225665	0.00367661
9	10,9	0.283901	-0.712763	-1.425526	0.00352341
10	2,A	-0.540188	-0.102303	-0.508569	0.00340294
10	3,A	-0.540096	-0.137094	-0.508720	0.00340294
10	3,2	-0.541496	-0.312725	-1.082993	0.00339104
10	4,A	-0.540016	-0.173213	-0.511188	0.00340294
10	4,2	-0.541415	-0.339101	-1.064024	0.00339104
10	4,3	-0.541348	-0.321535	-0.951438	0.00339104
10	5,A	-0.539901	-0.210080	-0.517630	0.00340294
10	5,2	-0.541327	-0.319527	-0.951413	0.00339104
10	5,3	-0.541232	-0.249600	-0.745093	0.00339104
10	5,4	-0.541149	-0.150592	-0.461977	0.00339104
10	6,A	-0.419557	-0.195609	-0.454581	0.00340294
10	6,2	-0.542220	-0.249607	-0.746677	0.00339104
10	6,3	-0.542126	-0.151214	-0.463526	0.00339104
10	6,4	-0.542043	0.026796	-0.005603	0.00339104
10	6,5	-0.541929	0.118582	0.178451	0.00339104
10	7,A	-0.179563	-0.142912	-0.342747	0.00340294
10	7,2	-0.538594	-0.153086	-0.461749	0.00339104
10	7,3	-0.538501	0.026088	-0.005043	0.00339104
10	7,4	-0.538420	0.117891	0.178371	0.00339104
10	7,5	-0.538285	-0.381631	-0.795997	0.00339104
10	7,6	-0.539184	-0.429243	-0.874234	0.00339104
10	8,A	0.063321	-0.087616	-0.233592	0.00340294
10	8,2	-0.539225	0.026194	-0.006360	0.00339104
10	8,3	-0.539132	0.117850	0.176919	0.00339104
10	8,4	-0.539031	-0.381867	-0.798324	0.00339104
10	8,5	-0.538919	-0.428628	-0.874191	0.00339104
10	8,6	-0.539818	-0.466098	-0.938057	0.00339104
10	8,7	-0.536220	-0.499763	-0.999525	0.00339104
10	9,A	0.554555	0.022689	-0.015427	0.00340294
10	9,2	-0.539813	0.117046	0.173923	0.00339104
10	9,3	-0.539699	-0.382340	-0.800788	0.00339104
10	9,4	-0.539621	-0.421082	-0.859767	0.00339104
10	9,5	-0.539508	-0.464190	-0.933839	0.00339104
10	9,6	-0.540408	-0.505345	-1.011406	0.00339104
10	9,7	-0.536809	-0.535392	-1.070784	0.00339104
10	9,8	-0.415036	-0.580276	-1.160553	0.00339104
10	10,A	1.500000	0.117057	0.173198	0.01346998
10	10,2	-0.540337	-0.375660	-0.787819	0.01342288
10	10,3	-0.540246	-0.420242	-0.858713	0.01342288
10	10,4	-0.540168	-0.463098	-0.932032	0.01342288
10	10,5	-0.540055	-0.503907	-1.007815	0.01342288
10	10,6	-0.540954	-0.534676	-1.069351	0.01342288
10	10,7	-0.418457	-0.580066	-1.160132	0.01342288
10	10,8	-0.174546	-0.643745	-1.287489	0.01342288
10	10,9	0.069444	-0.726389	-1.452778	0.01342288
